node,row_idx,A_i_r_db,is_clean_row
Node5-Bogota,30,0.28351661975021986,True
Node5-Bogota,31,0.15094509856835653,True
Node5-Bogota,32,0.40691020134865225,True
Node5-Bogota,33,-0.40038666175981974,True
Node5-Bogota,34,0.04313550756234409,True
Node5-Bogota,35,-0.395176041032131,True
Node5-Bogota,36,0.18452868828300406,True
Node5-Bogota,37,-0.22622755592076732,True
Node5-Bogota,38,0.25580794340349344,True
Node5-Bogota,39,0.6727572818912622,True
Node5-Bogota,40,-0.17512928271024353,True
Node5-Bogota,41,0.1348945118516284,True
Node5-Bogota,42,0.2739209672475382,True
Node5-Bogota,43,0.49966619173733584,True
Node5-Bogota,44,-0.22578709580083137,True
Node5-Bogota,45,0.4176250298860338,True
Node5-Bogota,46,-0.2166492389268807,True
Node5-Bogota,47,-0.2143345123217624,True
Node5-Bogota,48,-0.1378478810116197,True
Node5-Bogota,49,-0.38349454838042013,True
Node5-Bogota,50,0.06025577224665912,True
Node5-Bogota,51,-0.3634012433463703,True
Node5-Bogota,52,-0.3044485848173889,True
Node5-Bogota,53,-0.05861848458694163,True
Node5-Bogota,54,-0.2606874570512015,True
Node5-Bogota,55,-0.04026602559379128,True
Node5-Bogota,56,-0.011579173035005719,True
Node5-Bogota,57,-0.24410797907186035,True
Node5-Bogota,58,-0.35313899255408043,True
Node5-Bogota,59,0.21391857318679114,True
Node5-Bogota,60,0.12710688245652035,True
Node5-Bogota,61,-0.3229943485912574,True
Node5-Bogota,62,0.25194902576199696,True
Node5-Bogota,63,0.23568214351103256,True
Node5-Bogota,64,-0.15690822310694968,True
Node5-Bogota,65,-0.3195008975755324,True
Node5-Bogota,66,-0.3916912023447632,True
Node5-Bogota,67,-0.3395949446317225,True
Node5-Bogota,68,-0.057537133130184714,True
Node5-Bogota,69,-0.45974465144478815,True
Node5-Bogota,70,-0.2792672747124329,True
Node5-Bogota,71,-0.33010524780187905,True
Node5-Bogota,72,-0.02340916528176265,True
Node5-Bogota,73,-0.4322704360510629,True
Node5-Bogota,74,-0.05688422892889938,True
Node5-Bogota,75,-0.5783387407314478,True
Node5-Bogota,76,-0.29860357350629346,True
Node5-Bogota,77,0.2497352862507443,True
Node5-Bogota,78,-0.03967914193552601,True
Node5-Bogota,79,0.1335717949527364,True
Node5-Bogota,80,-0.24445402121353588,True
Node5-Bogota,81,-0.45352040061924936,True
Node5-Bogota,82,-0.148470606875359,True
Node5-Bogota,83,-0.05019568739615188,True
